frame,track_id,class,confidence,x_center,y_center,dx,dy
42,6,person,0.85,792.99,283.05,-221.86,-109.97999999999996
42,1,person,0.85,115.02,644.21,-677.97,361.16
42,38,person,0.33,706.74,147.58,591.72,-496.63
42,3,person,0.59,196.59,494.83,-510.15,347.25
42,80,person,0.76,1109.26,298.8,912.67,-196.02999999999997
42,11,person,0.58,630.02,271.59,-479.24,-27.210000000000036
43,2,person,0.8,402.41,333.7,-227.60999999999996,62.110000000000014
43,4,person,0.86,1030.51,396.14,628.0999999999999,62.44
43,6,person,0.84,791.3,287.2,-239.21000000000004,-108.94
43,1,person,0.82,131.06,644.12,-660.24,356.92
43,38,person,0.34,735.11,150.62,604.05,-493.5
43,3,person,0.72,206.3,488.54,-528.81,337.92
43,11,person,0.8,649.51,275.24,443.21,-213.3
43,61,person,0.68,1159.63,282.56,510.1200000000001,7.319999999999993
44,2,person,0.82,417.21,333.35,-742.4200000000001,50.79000000000002
44,4,person,0.81,1047.94,399.03,630.73,65.67999999999995
44,6,person,0.81,796.23,290.08,-251.71000000000004,-108.94999999999999
44,1,person,0.86,152.81,644.84,-643.4200000000001,354.76000000000005
44,38,person,0.37,766.4,153.04,613.5899999999999,-491.80000000000007
44,3,person,0.57,194.53,492.7,-571.87,339.65999999999997
44,11,person,0.7,669.6,277.47,475.07000000000005,-215.22999999999996
44,61,person,0.77,1170.84,280.28,501.2399999999999,2.8099999999999454
44,80,person,0.56,1111.67,314.64,-59.169999999999845,34.360000000000014
45,2,person,0.8,434.11,332.12,-677.5600000000001,17.480000000000018
45,4,person,0.63,1065.72,403.49,631.61,71.37
45,6,person,0.72,813.32,297.51,-252.39999999999998,-105.98000000000002
45,1,person,0.86,172.25,645.47,-641.07,347.96000000000004
45,3,person,0.38,201.53,487.37,29.28,-158.10000000000002
45,11,person,0.33,667.4,277.52,465.87,-209.85000000000002
45,61,person,0.72,1189.44,282.61,522.0400000000001,5.090000000000032
45,80,person,0.63,1122.03,322.99,-67.41000000000008,40.379999999999995
46,2,person,0.67,454.01,338.1,-668.02,15.110000000000014
46,6,person,0.76,836.79,301.73,382.78,-36.370000000000005
46,1,person,0.85,189.39,646.04,-647.4,344.30999999999995
46,11,person,0.38,671.19,277.76,481.80000000000007,-368.28
46,61,person,0.57,1217.23,284.77,546.04,7.009999999999991
46,80,person,0.59,1136.08,328.5,-81.15000000000009,43.73000000000002
46,144,person,0.82,226.7,485.74,-909.3799999999999,157.24
47,2,person,0.45,477.79,343.47,251.09000000000003,-142.26999999999998
47,6,person,0.8,846.66,302.55,368.86999999999995,-40.920000000000016
47,1,person,0.72,203.51,646.0,-643.15,343.45
47,80,person,0.5,1166.94,334.17,963.4300000000001,-311.83
47,144,person,0.71,241.59,484.63,-925.35,150.45999999999998
48,6,person,0.71,864.75,307.26,623.16,-177.37
48,1,person,0.75,212.8,646.72,-651.95,339.46000000000004
48,80,person,0.73,1184.21,338.11,971.4100000000001,-308.61
48,144,person,0.81,264.77,483.05,-919.44,144.94
49,6,person,0.79,887.96,312.96,623.19,-170.09000000000003
49,1,person,0.38,225.65,645.39,-662.3100000000001,332.43
49,80,person,0.76,1210.23,339.73,984.58,-305.65999999999997
49,144,person,0.87,289.06,479.93,-921.1700000000001,140.2
49,4,person,0.55,1121.24,427.7,832.1800000000001,-52.23000000000002
49,2,person,0.59,529.75,349.21,-591.49,-78.49000000000001
50,6,person,0.67,909.78,318.44,380.03,-30.769999999999982
50,1,person,0.58,249.85,645.08,-659.93,326.64000000000004
50,80,person,0.46,1228.2,340.26,978.35,-304.82000000000005
50,144,person,0.84,306.27,476.0,-921.9300000000001,135.74
50,2,person,0.63,559.86,350.68,253.59000000000003,-125.32
51,6,person,0.68,929.31,322.69,369.44999999999993,-27.99000000000001
51,1,person,0.78,282.68,643.65,-646.6299999999999,320.96
51,80,person,0.64,1237.69,343.35,955.01,-300.29999999999995
51,144,person,0.89,323.8,474.85,-913.8900000000001,131.5
51,2,person,0.68,589.9,344.69,266.09999999999997,-130.16000000000003
52,6,person,0.74,944.09,328.01,354.19000000000005,-16.680000000000007
52,1,person,0.74,318.68,643.92,-625.4100000000001,315.90999999999997
52,80,person,0.57,1244.29,348.96,925.6099999999999,-294.96
52,144,person,0.77,340.79,475.03,-903.5,126.07
52,2,person,0.67,619.87,346.53,279.08,-128.5
53,6,person,0.73,959.64,331.02,339.77,-15.509999999999991
53,1,person,0.75,350.84,643.01,-608.8,311.99
53,144,person,0.75,360.39,474.09,9.550000000000011,-168.92000000000002
53,2,person,0.61,648.68,350.07,288.28999999999996,-124.01999999999998
53,249,person,0.61,846.74,310.48,198.06000000000006,-39.589999999999975
54,6,person,0.73,973.88,333.48,127.13999999999999,23.0
54,1,person,0.67,374.86,639.52,-599.02,306.03999999999996
54,144,person,0.77,384.04,472.44,9.180000000000007,-167.07999999999998
54,2,person,0.67,677.71,354.77,293.67,-117.67000000000002
54,249,person,0.39,867.34,304.83,189.63,-49.94
54,252,person,0.76,1241.18,444.11,373.84000000000003,139.28000000000003
55,6,person,0.63,1004.2,334.73,-236.98000000000002,-109.38
55,1,person,0.41,391.78,632.32,-612.4200000000001,297.59000000000003
55,144,person,0.86,415.82,469.59,24.04000000000002,-162.73000000000008
55,2,person,0.53,709.61,356.89,293.79,-112.69999999999999
55,249,person,0.32,885.19,301.82,175.58000000000004,-55.06999999999999
55,252,person,0.78,1245.89,448.49,360.70000000000005,146.67000000000002
56,6,person,0.58,1031.51,332.5,-214.3800000000001,-115.99000000000001
56,1,person,0.75,409.44,624.27,-622.0699999999999,291.77
56,144,person,0.81,443.68,464.13,34.24000000000001,-160.14
56,2,person,0.46,741.26,353.67,297.58,-110.45999999999998
57,6,person,0.71,1058.11,331.97,316.8499999999999,-21.69999999999999
57,1,person,0.56,430.4,617.67,-627.7099999999999,285.69999999999993
57,144,person,0.72,465.32,452.48,34.920000000000016,-165.18999999999994
57,2,person,0.49,772.01,353.43,306.69,-99.05000000000001
58,6,person,0.59,1071.54,328.94,299.53,-24.49000000000001
58,1,person,0.44,453.93,611.09,-617.6099999999999,282.15000000000003
58,144,person,0.63,485.36,435.42,31.430000000000007,-175.67000000000002
58,2,person,0.56,799.22,354.61,313.86,-80.81
59,6,person,0.49,1078.26,326.15,279.03999999999996,-28.460000000000036
59,1,person,0.35,480.43,599.78,-597.8299999999999,273.63
59,144,person,0.49,510.42,436.35,29.99000000000001,-163.42999999999995
59,2,person,0.63,826.35,354.21,315.93,-82.14000000000004
60,1,person,0.59,506.63,594.21,-319.72,240.00000000000006
60,144,person,0.62,530.26,434.81,23.629999999999995,-159.40000000000003
60,2,person,0.66,853.37,355.37,323.11,-79.44
61,1,person,0.68,527.65,591.92,-325.72,236.54999999999995
61,144,person,0.67,550.62,428.47,22.970000000000027,-163.44999999999993
61,2,person,0.74,883.0,353.97,332.38,-74.5
61,267,person,0.6,1162.21,328.64,279.21000000000004,-25.33000000000004
61,3,person,0.57,171.66,414.37,-990.5500000000001,85.73000000000002
62,1,person,0.7,547.14,589.59,375.48,175.22000000000003
62,144,person,0.68,575.81,417.15,28.66999999999996,-172.44000000000005
62,2,person,0.74,913.36,356.07,337.55000000000007,-61.079999999999984
62,267,person,0.29,1175.82,328.91,262.4599999999999,-27.159999999999968
62,3,person,0.75,195.58,411.84,-980.2399999999999,82.92999999999995
62,6,person,0.47,1128.35,320.75,932.7699999999999,-91.08999999999997
63,1,person,0.69,564.91,588.36,-563.4399999999999,267.61
63,144,person,0.86,599.8,402.92,34.889999999999986,-185.44
63,2,person,0.77,947.09,357.77,347.2900000000001,-45.150000000000034
63,267,person,0.69,1187.75,329.69,240.65999999999997,-28.079999999999984
63,3,person,0.8,225.47,407.96,-962.28,78.26999999999998
63,6,person,0.53,1117.7,318.16,892.23,-89.79999999999995
64,1,person,0.69,585.02,587.24,-532.6800000000001,269.08
64,144,person,0.85,618.21,388.67,33.190000000000055,-198.57
64,2,person,0.69,978.6,360.32,360.39,-28.350000000000023
64,267,person,0.47,1198.86,327.82,220.25999999999988,-32.5
64,3,person,0.83,261.01,412.61,-937.8499999999999,84.79000000000002
64,6,person,0.52,1113.8,315.15,852.79,-97.46000000000004
65,1,person,0.79,602.95,585.98,-510.8499999999999,270.83000000000004
65,144,person,0.9,634.19,376.32,31.24000000000001,-209.66000000000003
65,2,person,0.85,1008.36,366.25,374.16999999999996,-10.069999999999993
65,267,person,0.48,1221.1,333.4,212.7399999999999,-32.85000000000002
65,3,person,0.84,294.94,410.87,-926.1599999999999,77.47000000000003
65,6,person,0.65,1117.66,313.74,822.72,-97.13
66,1,person,0.75,618.55,585.07,-499.1100000000001,271.33000000000004
66,144,person,0.85,648.85,366.65,30.300000000000068,-218.42000000000007
66,2,person,0.77,1037.52,369.76,388.66999999999996,3.1100000000000136
66,267,person,0.7,1228.49,336.31,190.97000000000003,-33.44999999999999
66,3,person,0.83,329.4,407.17,-899.09,70.86000000000001
66,6,person,0.65,1129.43,314.21,800.0300000000001,-92.96000000000004
67,1,person,0.85,631.85,582.58,-497.58000000000004,268.37000000000006
67,144,person,0.86,662.17,358.42,30.319999999999936,-224.16000000000003
67,2,person,0.88,1059.15,372.02,396.98000000000013,13.599999999999966
67,267,person,0.6,1231.9,338.89,172.75,-33.129999999999995
67,3,person,0.82,362.27,401.2,-869.6300000000001,62.31
67,6,person,0.72,1146.29,314.48,784.02,-86.71999999999997
68,1,person,0.8,644.07,580.53,-502.2199999999999,266.04999999999995
68,144,person,0.85,678.47,352.7,34.39999999999998,-227.82999999999998
68,2,person,0.53,1076.82,373.24,398.3499999999999,20.54000000000002
68,267,person,0.63,1231.84,342.93,155.01999999999998,-30.310000000000002
68,3,person,0.77,392.61,393.41,-839.2299999999999,50.48000000000002
68,6,person,0.62,1167.88,310.46,775.2700000000001,-82.95000000000005
69,1,person,0.77,653.81,578.51,-514.0700000000002,268.05
69,144,person,0.73,693.35,347.58,39.54000000000008,-230.93
69,2,person,0.4,1095.37,374.8,402.01999999999987,27.220000000000027
69,3,person,0.83,420.58,386.96,-674.79,12.159999999999968
69,6,person,0.65,1186.01,306.97,765.4300000000001,-79.98999999999995
70,1,person,0.74,661.11,577.84,-524.9,270.87
70,144,person,0.74,706.07,343.1,44.960000000000036,-234.74
70,2,person,0.49,1108.0,376.12,401.92999999999995,33.01999999999998
70,3,person,0.83,442.61,383.1,-665.39,6.980000000000018
70,6,person,0.55,1200.73,306.98,758.12,-76.12
71,1,person,0.79,668.56,576.3,-532.1700000000001,269.31999999999994
71,144,person,0.75,716.46,339.34,47.90000000000009,-236.95999999999998
71,2,person,0.77,1114.26,376.58,397.79999999999995,37.24000000000001
71,3,person,0.84,462.06,379.86,-652.2,3.2800000000000296
71,6,person,0.54,1215.52,305.08,753.46,-74.78000000000003
72,1,person,0.81,668.84,575.39,-546.68,270.31
72,144,person,0.82,725.48,338.68,56.639999999999986,-236.70999999999998
72,2,person,0.77,1116.17,377.44,390.69000000000005,38.75999999999999
72,3,person,0.83,477.4,376.5,-638.7700000000001,-0.9399999999999977
72,6,person,0.41,1230.27,307.05,752.87,-69.44999999999999
73,1,person,0.78,671.21,574.11,-559.06,267.06
73,144,person,0.82,734.58,339.54,63.370000000000005,-234.57
73,2,person,0.78,1126.68,375.35,392.1,35.81
73,3,person,0.79,489.95,373.64,-636.73,-1.7100000000000364
73,6,person,0.7,1237.07,312.18,747.1199999999999,-61.45999999999998
74,1,person,0.81,674.36,572.21,-562.7099999999999,260.03000000000003
74,144,person,0.87,743.91,339.6,69.54999999999995,-232.61
74,2,person,0.83,1134.82,374.85,390.90999999999997,35.25
74,3,person,0.79,501.87,369.98,-632.9499999999999,-4.8700000000000045
74,6,person,0.39,1240.13,311.01,738.2600000000001,-58.97000000000003
75,1,person,0.85,678.15,569.92,-561.9800000000001,258.90999999999997
75,144,person,0.88,750.38,338.83,72.23000000000002,-231.08999999999997
75,2,person,0.82,1141.4,373.23,391.0200000000001,34.400000000000034
75,3,person,0.6,527.11,363.99,-614.2900000000001,-9.240000000000009
75,6,person,0.42,1236.39,310.12,709.2800000000001,-53.870000000000005
76,1,person,0.82,679.43,567.51,-556.9600000000002,257.39
76,144,person,0.89,754.08,338.95,74.65000000000009,-228.56
76,2,person,0.89,1147.75,369.55,393.66999999999996,30.600000000000023
76,3,person,0.58,546.7,358.03,-601.05,-11.520000000000039
77,1,person,0.83,678.21,565.55,131.51,207.51999999999998
77,144,person,0.87,754.67,338.68,76.45999999999992,-226.86999999999995
77,2,person,0.9,1154.45,367.57,399.7800000000001,28.889999999999986
77,3,person,0.65,561.27,362.33,-593.1800000000001,-5.240000000000009
77,6,person,0.59,1238.65,320.98,677.3800000000001,-41.349999999999966
78,1,person,0.82,676.84,562.91,-561.8100000000001,241.92999999999995
78,144,person,0.86,756.81,340.33,79.96999999999991,-222.57999999999998
78,2,person,0.75,1154.39,367.73,397.58000000000015,27.400000000000034
78,3,person,0.78,572.03,361.53,-582.3600000000001,-6.2000000000000455
79,1,person,0.8,674.55,561.17,102.51999999999998,199.64
79,144,person,0.8,757.48,343.58,82.93000000000006,-217.58999999999997
79,2,person,0.56,1154.09,369.48,396.6099999999999,25.900000000000034
79,3,person,0.69,575.13,360.26,-578.9599999999999,-9.220000000000027
79,303,person,0.53,1239.26,301.14,664.13,-59.120000000000005
80,1,person,0.74,671.92,560.26,-567.34,259.12
80,144,person,0.86,751.77,348.38,79.85000000000002,-211.88
80,2,person,0.67,1137.88,372.5,386.1100000000001,24.120000000000005
80,3,person,0.64,585.8,354.33,-552.0800000000002,-18.170000000000016
80,303,person,0.49,1234.58,313.13,648.78,-41.19999999999999
80,308,person,0.43,1257.47,338.57,22.8900000000001,25.439999999999998
81,1,person,0.83,666.95,558.28,-590.52,219.70999999999998
81,144,person,0.79,742.17,349.78,75.21999999999991,-208.5
81,2,person,0.76,1133.99,373.76,391.82000000000005,23.980000000000018
81,3,person,0.77,596.24,353.94,-537.75,-19.819999999999993
81,303,person,0.41,1237.96,328.71,641.72,-25.230000000000018
81,308,person,0.29,1255.36,344.25,17.399999999999864,15.54000000000002
82,1,person,0.79,661.38,555.81,-593.9799999999999,211.55999999999995
82,144,person,0.77,733.05,349.26,71.66999999999996,-206.54999999999995
82,2,person,0.77,1140.26,374.04,407.21000000000004,24.78000000000003
82,3,person,0.76,606.19,356.95,-534.0699999999999,-17.090000000000032
82,308,person,0.46,1259.49,348.13,653.3,-8.819999999999993
83,1,person,0.78,657.42,552.37,-602.07,204.24
83,144,person,0.75,726.66,346.84,69.24000000000001,-205.53000000000003
83,2,person,0.71,1136.8,373.67,410.14,26.83000000000004
83,3,person,0.66,615.36,357.82,-521.4399999999999,-15.850000000000023
83,308,person,0.6,1259.84,347.33,644.4799999999999,-10.490000000000009
83,312,person,0.54,1216.47,312.68,-43.36999999999989,-34.64999999999998
84,1,person,0.81,652.53,548.94,-563.94,236.26000000000005
84,144,person,0.79,723.01,346.46,70.48000000000002,-202.48000000000008
84,2,person,0.53,1135.7,369.73,412.69000000000005,23.27000000000004
84,3,person,0.69,626.53,357.43,-509.1700000000001,-12.300000000000011
84,308,person,0.46,1255.25,347.76,628.72,-9.670000000000016
84,312,person,0.46,1212.49,314.72,-42.75999999999999,-33.039999999999964
85,1,person,0.87,643.46,539.0,-569.03,224.27999999999997
85,144,person,0.74,721.93,345.58,78.46999999999991,-193.42000000000002
85,2,person,0.81,1129.64,369.35,407.71000000000015,23.77000000000004
85,3,person,0.62,631.88,357.52,-497.7600000000001,-11.830000000000041
85,312,person,0.55,1219.47,322.79,587.59,-34.72999999999996
85,315,person,0.46,936.08,697.13,-283.39,374.34
86,1,person,0.81,636.66,530.38,-299.4200000000001,-166.75
86,144,person,0.79,719.05,335.13,82.38999999999999,-195.25
86,2,person,0.87,1124.72,369.14,405.6700000000001,34.00999999999999
86,3,person,0.7,631.85,355.65,-492.87,-13.490000000000009
86,312,person,0.65,1219.46,330.51,587.61,-25.139999999999986
86,315,person,0.45,941.75,696.97,-277.71000000000004,366.46000000000004
87,1,person,0.8,628.56,524.51,-313.19000000000005,-172.46000000000004
87,144,person,0.75,720.14,338.54,91.58000000000004,-185.96999999999997
87,2,person,0.89,1121.75,367.86,401.61,29.319999999999993
87,3,person,0.63,646.32,354.91,-475.42999999999995,-12.949999999999989
87,312,person,0.46,1223.71,330.01,577.39,-24.900000000000034
87,315,person,0.41,949.94,697.72,-273.77,367.71000000000004
88,1,person,0.75,621.49,521.45,-328.45000000000005,-176.26999999999998
88,144,person,0.77,714.92,332.38,93.42999999999995,-189.07000000000005
88,2,person,0.85,1115.5,366.62,400.58000000000004,34.24000000000001
88,3,person,0.56,645.89,350.09,-469.61,-16.53000000000003
88,312,person,0.53,1212.1,329.39,566.2099999999999,-20.69999999999999
88,315,person,0.37,960.59,698.08,-251.50999999999988,368.69000000000005
89,1,person,0.78,616.49,520.1,-344.1,-177.98000000000002
89,144,person,0.65,712.52,327.15,96.02999999999997,-192.95000000000005
89,2,person,0.79,1107.17,366.05,394.6500000000001,38.900000000000034
89,3,person,0.47,650.32,344.18,-456.85,-21.870000000000005
89,312,person,0.73,1211.64,335.04,561.32,-9.139999999999986
89,315,person,0.35,968.99,698.58,-242.6500000000001,363.54
90,1,person,0.74,610.93,519.19,-358.06000000000006,-179.39
90,144,person,0.64,712.29,332.2,101.36000000000001,-186.99000000000007
90,2,person,0.64,1101.14,368.51,388.85000000000014,36.31
90,3,person,0.51,666.43,343.15,-434.71000000000015,-25.360000000000014
90,312,person,0.48,1210.58,336.32,544.15,-6.829999999999984
91,1,person,0.77,606.53,516.02,-604.05,179.7
91,144,person,0.59,710.49,330.74,103.96000000000004,-185.27999999999997
91,2,person,0.61,1081.84,371.13,371.3499999999999,40.389999999999986
91,3,person,0.25,676.22,341.21,-405.6199999999999,-29.920000000000016
91,312,person,0.71,1203.38,334.03,527.1600000000001,-7.180000000000007
92,1,person,0.77,599.67,512.72,-603.7100000000002,178.69000000000005
92,144,person,0.49,709.4,327.82,109.73000000000002,-184.90000000000003
92,2,person,0.63,1073.31,372.43,363.90999999999997,44.610000000000014
92,312,person,0.54,1189.71,332.96,116.40000000000009,-39.47000000000003
93,1,person,0.79,591.38,509.23,-598.33,176.27000000000004
93,144,person,0.3,704.62,326.2,113.24000000000001,-183.03000000000003
93,2,person,0.66,1068.02,373.08,363.4,46.879999999999995
93,312,person,0.51,1179.39,333.6,111.37000000000012,-39.47999999999996
93,3,person,0.39,692.47,317.69,-486.9200000000001,-15.910000000000025
94,1,person,0.79,582.68,505.05,-109.79000000000008,187.36
94,2,person,0.71,1070.21,373.81,487.5300000000001,-131.24
94,312,person,0.71,1172.98,332.79,102.76999999999998,-41.01999999999998
94,3,person,0.66,694.05,318.93,-478.93000000000006,-13.860000000000014
95,1,person,0.83,574.23,501.9,-119.81999999999994,182.96999999999997
95,2,person,0.82,1061.23,374.3,487.0,-127.59999999999997
95,312,person,0.64,1165.8,328.78,104.56999999999994,-45.52000000000004
95,3,person,0.53,690.21,315.9,-475.5899999999999,-12.879999999999995
96,1,person,0.83,567.64,499.92,-122.57000000000005,184.02000000000004
96,2,person,0.78,1057.68,374.58,490.0400000000001,-125.34000000000003
96,312,person,0.67,1151.88,334.24,94.20000000000005,-40.339999999999975
96,3,person,0.7,685.72,300.94,-466.1600000000001,-33.30000000000001
97,1,person,0.79,564.08,499.09,-121.63999999999999,198.14999999999998
97,2,person,0.83,1051.76,375.47,487.67999999999995,-123.61999999999995
97,312,person,0.73,1140.57,333.72,88.80999999999995,-41.75
98,1,person,0.81,561.59,499.44,-578.9799999999999,165.71999999999997
98,2,person,0.75,1046.65,375.54,485.06000000000006,-123.89999999999998
98,312,person,0.78,1133.27,337.81,86.61999999999989,-37.73000000000002
98,144,person,0.4,681.35,323.74,-451.91999999999996,-14.069999999999993
99,1,person,0.79,558.46,499.93,-122.88999999999999,176.19
99,2,person,0.86,1037.68,375.84,479.22,-124.09000000000003
99,312,person,0.77,1122.19,337.37,84.50999999999999,-38.46999999999997
100,1,person,0.75,553.75,499.9,-568.44,162.52999999999997
100,2,person,0.63,1021.42,377.38,467.66999999999996,-122.51999999999998
100,312,person,0.68,1110.15,347.45,88.73000000000013,-29.930000000000007
101,1,person,0.81,548.98,499.93,-561.1700000000001,152.48000000000002
101,2,person,0.63,1004.93,380.24,455.94999999999993,-119.69
101,312,person,0.58,1106.54,349.8,101.61000000000001,-30.439999999999998
102,1,person,0.65,544.09,500.24,-562.4499999999999,150.44
102,2,person,0.76,1004.65,383.8,460.55999999999995,-116.44
102,312,person,0.3,1095.37,363.93,90.71999999999991,-19.870000000000005
103,1,person,0.78,539.05,498.41,-556.3199999999999,134.48000000000002
103,2,person,0.75,1002.65,387.29,463.6,-111.12
103,312,person,0.44,1091.68,360.08,89.03000000000009,-27.210000000000036
104,1,person,0.76,532.79,496.44,-558.8900000000001,136.36
104,2,person,0.66,986.05,389.0,453.26,-107.44
104,312,person,0.43,1089.58,355.81,103.52999999999997,-33.19
104,336,person,0.41,710.65,331.97,-378.92999999999995,-23.839999999999975
105,1,person,0.71,526.12,494.23,-184.52999999999997,162.26
105,2,person,0.68,984.08,390.67,457.96000000000004,-103.56
105,336,person,0.37,711.81,331.08,-272.2700000000001,-59.59000000000003
106,1,person,0.72,517.63,490.61,-194.17999999999995,159.53000000000003
106,2,person,0.48,970.93,388.52,453.29999999999995,-102.09000000000003
106,336,person,0.28,713.13,329.45,-257.79999999999995,-59.06999999999999
106,312,person,0.53,1070.98,356.18,357.85,26.730000000000018
107,1,person,0.75,510.83,487.49,-560.1500000000001,131.31
107,2,person,0.65,963.18,386.6,452.34999999999997,-100.88999999999999
107,336,person,0.32,713.68,329.65,-249.5,-56.950000000000045
107,312,person,0.51,1054.93,360.09,341.2500000000001,30.439999999999998
108,1,person,0.75,505.24,484.88,-549.69,124.79000000000002
108,2,person,0.67,957.34,387.46,452.1,-97.42000000000002
108,312,person,0.43,1035.33,361.01,77.9899999999999,-26.44999999999999
108,353,person,0.45,897.67,183.06,-137.65999999999997,-177.95
109,1,person,0.75,498.15,481.83,-399.52,298.77
109,2,person,0.76,945.82,386.1,447.6700000000001,-95.72999999999996
109,312,person,0.5,1018.64,363.3,72.81999999999994,-22.80000000000001
109,353,person,0.28,899.7,181.67,-118.93999999999994,-181.63000000000002
109,356,person,0.47,1087.9,352.13,188.20000000000005,170.46
110,1,person,0.69,497.77,477.95,-590.1300000000001,125.82
110,2,person,0.74,939.72,383.91,441.95000000000005,-94.03999999999996
110,312,person,0.42,1005.05,362.51,65.32999999999993,-21.400000000000034
110,356,person,0.6,1084.46,355.6,79.41000000000008,-6.909999999999968
111,1,person,0.6,494.74,474.65,-589.72,119.04999999999995
111,2,person,0.73,928.47,384.57,433.73,-90.07999999999998
111,312,person,0.72,997.78,364.98,69.30999999999995,-19.589999999999975
111,356,person,0.71,1080.86,352.69,83.07999999999993,-12.29000000000002
112,1,person,0.47,491.79,470.6,-589.0699999999999,117.91000000000003
112,2,person,0.68,917.82,380.74,426.03000000000003,-89.86000000000001
112,312,person,0.66,988.91,362.13,71.08999999999992,-18.610000000000014
112,356,person,0.71,1073.44,352.5,84.53000000000009,-9.629999999999995
113,1,person,0.48,485.06,468.67,-588.3800000000001,116.17000000000002
113,2,person,0.72,907.66,379.81,422.59999999999997,-88.86000000000001
113,312,person,0.76,978.61,357.64,70.95000000000005,-22.170000000000016
113,356,person,0.76,1067.02,353.55,88.40999999999997,-4.089999999999975
114,1,person,0.41,478.8,471.0,-588.22,117.44999999999999
114,2,person,0.65,899.5,377.88,420.7,-93.12
114,312,person,0.78,966.53,355.86,67.02999999999997,-22.019999999999982
114,356,person,0.75,1061.6,353.96,95.06999999999994,-1.900000000000034
115,1,person,0.28,473.19,463.13,-588.4099999999999,109.17000000000002
115,2,person,0.71,891.19,377.36,418.00000000000006,-85.76999999999998
115,312,person,0.8,954.9,354.39,63.70999999999992,-22.970000000000027
115,356,person,0.76,1057.91,352.63,103.0100000000001,-1.759999999999991
116,2,person,0.67,877.38,377.72,-180.5300000000001,25.090000000000032
116,312,person,0.77,944.91,352.18,67.52999999999997,-25.54000000000002
116,356,person,0.82,1055.79,345.2,110.88,-6.980000000000018
117,2,person,0.67,863.26,375.86,-192.52999999999997,30.660000000000025
117,312,person,0.81,936.35,350.41,73.09000000000003,-25.44999999999999
117,356,person,0.79,1054.32,343.02,117.96999999999991,-7.390000000000043
117,360,person,0.37,698.45,346.33,-355.8699999999999,3.3100000000000023
117,1,person,0.26,462.32,449.81,-236.13000000000005,103.48000000000002
118,2,person,0.73,851.15,376.34,388.83,-73.47000000000003
118,312,person,0.77,927.76,350.53,76.61000000000001,-25.810000000000002
118,356,person,0.76,1054.03,342.08,126.26999999999998,-8.449999999999989
118,360,person,0.67,697.0,352.01,-357.03,9.930000000000007
118,1,person,0.27,455.69,449.49,-241.31,97.48000000000002
119,2,person,0.67,841.48,377.03,385.79,-72.46000000000004
119,312,person,0.8,920.29,350.29,78.80999999999995,-26.739999999999952
119,356,person,0.73,1054.19,341.59,133.9000000000001,-8.700000000000045
119,360,person,0.33,694.25,356.19,-359.94000000000005,14.600000000000023
119,1,person,0.39,449.93,448.66,-244.32,92.47000000000003
120,2,person,0.77,829.5,379.71,379.57,-68.95000000000005
120,312,person,0.77,915.33,347.58,85.83000000000004,-32.129999999999995
120,356,person,0.73,1054.72,341.7,139.39,-5.8799999999999955
120,360,person,0.48,687.54,362.36,-367.18000000000006,20.660000000000025
120,1,person,0.41,439.21,448.45,-248.32999999999998,86.08999999999997
121,2,person,0.76,817.89,381.97,378.68,-66.47999999999996
121,312,person,0.8,911.03,348.08,93.13999999999999,-33.89000000000004
121,356,person,0.76,1055.94,342.96,144.91000000000008,-5.1200000000000045
121,360,person,0.62,684.1,368.03,-371.84000000000003,25.069999999999993
121,1,person,0.39,432.84,447.6,-251.26000000000005,79.57000000000005
121,363,person,0.37,689.12,349.8,256.28000000000003,-97.80000000000001
122,2,person,0.72,807.29,384.6,118.16999999999996,34.80000000000001
122,312,person,0.75,905.6,346.0,98.31000000000006,-38.60000000000002
122,356,person,0.78,1057.86,340.17,152.25999999999988,-5.829999999999984
122,360,person,0.61,682.74,376.72,-375.1199999999999,36.55000000000001
122,1,person,0.45,426.19,447.22,-256.55,70.5
123,2,person,0.61,793.66,389.58,367.46999999999997,-57.64000000000004
123,312,person,0.77,896.18,344.3,102.51999999999998,-45.27999999999997
123,356,person,0.75,1059.21,338.5,163.0300000000001,-5.800000000000011
123,1,person,0.34,420.89,446.39,-638.32,107.88999999999999
124,2,person,0.76,778.39,393.17,357.5,-53.21999999999997
124,312,person,0.81,888.78,341.56,110.38999999999999,-51.610000000000014
124,356,person,0.82,1060.06,336.6,171.27999999999997,-4.9599999999999795
124,1,person,0.39,417.96,447.08,-642.0999999999999,110.47999999999996
124,363,person,0.51,692.89,358.56,274.93,-88.51999999999998
125,2,person,0.79,764.66,395.56,71.76999999999998,37.0
125,312,person,0.77,881.09,340.59,116.43000000000006,-54.97000000000003
125,356,person,0.82,1061.32,335.08,180.2299999999999,-5.509999999999991
125,1,person,0.47,413.97,446.21,-647.3499999999999,111.13
125,363,person,0.77,692.22,358.19,278.25,-88.01999999999998
126,2,person,0.75,754.31,396.17,62.08999999999992,37.98000000000002
126,312,person,0.8,875.88,339.53,121.57000000000005,-56.64000000000004
126,356,person,0.8,1062.68,335.57,186.80000000000007,-3.9599999999999795
126,1,person,0.48,412.58,447.17,-650.1000000000001,111.60000000000002
126,363,person,0.72,693.4,356.59,280.82,-90.58000000000004
127,-1,person,0.76,969.41,494.43,276.01,137.84000000000003
127,-1,person,0.76,1061.36,471.66,91.94999999999993,-22.769999999999982
