frame,track_id,class,confidence,x_center,y_center,dx,dy
11,5,person,0.7,1188.98,354.04,306.47,-74.41999999999996
11,6,person,0.71,679.89,262.64,-509.09000000000003,-91.40000000000003
11,8,person,0.51,446.51,171.31,-233.38,-91.32999999999998
11,9,person,0.36,1013.21,680.33,566.7,509.02000000000004
11,25,person,0.32,959.12,683.22,-54.09000000000003,2.8899999999999864
11,38,person,0.44,102.2,184.31,-856.92,-498.91
11,11,person,0.59,562.3,298.17,460.09999999999997,113.86000000000001
12,2,person,0.8,133.49,403.63,-428.80999999999995,105.45999999999998
12,3,person,0.79,228.91,578.77,95.41999999999999,175.14
12,4,person,0.41,887.12,426.94,658.21,-151.82999999999998
12,5,person,0.73,1204.69,356.47,317.57000000000005,-70.46999999999997
12,6,person,0.79,683.33,261.04,-521.36,-95.43
12,8,person,0.55,455.96,168.91,-227.37000000000006,-92.13000000000002
12,9,person,0.31,1022.18,679.31,566.22,510.4
12,38,person,0.44,113.8,182.09,-908.38,-497.2199999999999
12,11,person,0.71,563.68,295.62,449.87999999999994,113.53
12,10,person,0.35,1082.88,675.48,519.2000000000002,379.86
12,14,person,0.31,865.96,288.76,-216.92000000000007,-386.72
13,2,person,0.89,137.88,396.73,-728.08,107.97000000000003
13,3,person,0.9,228.17,571.17,90.28999999999999,174.43999999999994
13,4,person,0.77,893.82,423.75,665.6500000000001,-147.41999999999996
13,5,person,0.73,1217.13,357.02,323.31000000000006,-66.73000000000002
13,6,person,0.85,689.44,259.29,-527.69,-97.72999999999996
13,8,person,0.64,466.93,164.19,-222.51000000000005,-95.10000000000002
13,9,person,0.45,1034.94,677.33,568.01,513.1400000000001
13,38,person,0.47,127.27,178.76,-907.6700000000001,-498.57000000000005
13,11,person,0.81,566.0,291.49,438.73,112.73000000000002
13,47,person,0.58,965.34,339.13,399.34000000000003,47.639999999999986
13,10,person,0.41,1095.34,674.13,129.9999999999999,335.0
13,14,person,0.5,868.14,279.21,-227.19999999999993,-394.92
14,2,person,0.82,148.01,391.48,-720.13,112.27000000000004
14,3,person,0.87,228.27,563.84,80.26000000000002,172.36
14,4,person,0.85,900.23,419.81,671.96,-144.03000000000003
14,5,person,0.74,1226.49,357.4,326.26,-62.410000000000025
14,6,person,0.72,692.27,257.45,-534.22,-99.94999999999999
14,8,person,0.62,479.17,158.56,-213.09999999999997,-98.88999999999999
14,38,person,0.4,142.12,174.89,-337.05,16.329999999999984
14,11,person,0.86,570.03,288.98,427.90999999999997,114.09000000000003
14,47,person,0.42,970.45,325.91,400.4200000000001,36.93000000000001
14,10,person,0.35,1107.52,672.32,137.06999999999994,346.41
14,14,person,0.6,871.25,276.74,-236.26999999999998,-395.58000000000004
14,54,person,0.49,940.92,686.74,69.66999999999996,410.0
14,1,person,0.41,21.74,673.96,-919.18,-12.779999999999973
15,2,person,0.63,151.09,385.79,129.35,-288.17
15,3,person,0.83,225.67,558.2,74.57999999999998,172.41000000000003
15,4,person,0.86,906.99,414.37,681.32,-143.83000000000004
15,5,person,0.34,1235.17,349.72,328.18000000000006,-64.64999999999998
15,6,person,0.68,694.83,256.29,-540.34,-93.43
15,8,person,0.69,493.5,153.45,-201.33000000000004,-102.84000000000003
15,11,person,0.86,575.89,287.01,82.38999999999999,133.56
15,47,person,0.44,987.63,316.38,411.74,29.370000000000005
15,54,person,0.46,953.33,684.65,-34.299999999999955,368.27
15,60,person,0.6,1064.9,357.98,111.57000000000005,-326.66999999999996
15,61,person,0.52,962.34,312.83,-102.56000000000006,-45.150000000000034
15,1,person,0.49,22.83,672.75,-939.51,359.92
16,2,person,0.79,151.5,381.28,128.67000000000002,-291.47
16,3,person,0.89,220.23,554.0,68.72999999999999,172.72000000000003
16,4,person,0.82,913.14,408.93,692.91,-145.07
16,5,person,0.28,1241.26,342.98,328.12,-65.94999999999999
16,6,person,0.71,695.76,256.08,-545.5,-86.90000000000003
16,8,person,0.6,507.55,150.93,-188.20999999999998,-105.14999999999998
16,11,person,0.75,583.26,283.65,75.70999999999998,132.71999999999997
16,47,person,0.61,980.79,312.75,397.53,29.100000000000023
16,54,person,0.41,968.69,682.69,-12.099999999999909,369.94000000000005
16,60,person,0.41,1080.24,361.58,111.54999999999995,-321.11000000000007
16,61,person,0.39,967.19,313.67,-113.04999999999995,-47.90999999999997
16,1,person,0.47,24.92,670.4,-942.2700000000001,356.72999999999996
16,38,person,0.42,174.05,166.72,149.13,-503.67999999999995
16,14,person,0.33,870.27,275.97,696.22,109.25000000000003
17,2,person,0.36,153.63,377.35,-716.64,101.38
17,3,person,0.8,212.97,550.26,59.34,172.90999999999997
17,4,person,0.8,917.23,403.07,704.26,-147.19
17,5,person,0.48,1242.52,353.51,325.28999999999996,-49.56
17,6,person,0.62,700.02,257.44,-542.5,-96.07
17,8,person,0.47,523.05,146.36,-176.97000000000003,-111.07999999999998
17,11,person,0.79,588.99,280.1,65.94000000000005,133.74
17,47,person,0.64,988.17,308.93,399.17999999999995,28.829999999999984
17,60,person,0.51,1097.21,359.7,109.04000000000008,50.76999999999998
17,61,person,0.52,971.79,311.54,-125.42000000000007,-48.15999999999997
17,1,person,0.67,26.87,667.28,-944.92,355.73999999999995
17,38,person,0.35,190.92,160.76,164.04999999999998,-506.52
17,25,person,0.36,987.12,679.25,796.2,518.49
18,2,person,0.52,160.75,369.05,-826.37,-310.2
18,3,person,0.51,215.91,537.91,55.16,168.85999999999996
18,4,person,0.45,920.95,400.21,705.0400000000001,-137.7
18,6,person,0.76,706.95,252.5,-214.0,-147.70999999999998
18,8,person,0.44,538.62,140.52,-168.33000000000004,-111.97999999999999
18,11,person,0.77,591.55,278.86,52.92999999999995,138.34
18,60,person,0.39,1120.02,356.85,528.47,77.99000000000001
18,61,person,0.64,983.82,309.44,-136.19999999999993,-47.410000000000025
18,1,person,0.6,32.43,665.09,-951.3900000000001,355.65000000000003
18,38,person,0.31,210.03,157.37,177.6,-507.72
19,2,person,0.86,172.12,364.92,-37.91,207.55
19,3,person,0.68,221.29,539.24,49.16999999999999,174.32
19,4,person,0.6,917.17,393.04,695.88,-146.2
19,6,person,0.87,714.37,251.02,-202.79999999999995,-142.02
19,8,person,0.63,555.05,140.44,-159.32000000000005,-110.58000000000001
19,11,person,0.6,591.41,278.23,36.360000000000014,137.79000000000002
19,61,person,0.78,988.79,308.1,397.38,29.870000000000005
19,38,person,0.4,228.64,152.34,-760.15,-155.76000000000002
19,80,person,0.65,919.52,281.26,690.88,128.92
20,2,person,0.85,185.51,358.08,-734.01,76.82
20,3,person,0.8,230.56,535.3,45.05000000000001,177.21999999999997
20,4,person,0.69,919.15,395.2,688.5899999999999,-140.09999999999997
20,6,person,0.87,721.76,250.53,-197.39,-144.67
20,8,person,0.67,570.85,140.89,-150.90999999999997,-109.64000000000001
20,11,person,0.6,590.33,277.68,19.480000000000018,136.79000000000002
20,61,person,0.62,1001.5,309.54,411.16999999999996,31.860000000000014
20,38,person,0.42,247.11,149.65,-754.39,-159.89000000000001
20,80,person,0.51,940.12,288.86,693.01,139.21
20,60,person,0.54,1165.29,369.4,225.16999999999996,80.53999999999996
20,1,person,0.43,46.33,654.01,-1118.96,284.61
21,2,person,0.85,196.99,354.35,150.66000000000003,-299.65999999999997
21,3,person,0.83,235.8,529.89,38.81,175.53999999999996
21,4,person,0.8,927.11,395.26,691.31,-134.63
21,6,person,0.85,731.19,251.05,-195.91999999999996,-144.20999999999998
21,8,person,0.68,587.41,134.95,-143.7800000000001,-116.10000000000002
21,11,person,0.35,585.11,262.38,-2.2999999999999545,127.43
21,38,person,0.49,266.39,148.72,-318.72,-113.66
21,60,person,0.54,1186.72,372.71,920.33,223.98999999999998
21,1,person,0.33,45.07,651.11,-1141.65,278.40000000000003
21,47,person,0.79,1010.9,307.44,965.8299999999999,-343.67
22,2,person,0.67,207.69,353.01,-803.21,45.56999999999999
22,3,person,0.61,235.75,529.47,28.060000000000002,176.46000000000004
22,4,person,0.86,936.79,393.29,701.04,-136.18
22,6,person,0.86,737.83,249.44,-198.95999999999992,-143.85000000000002
22,8,person,0.7,604.54,128.33,-133.29000000000008,-121.10999999999999
22,11,person,0.44,579.29,269.48,-25.25,141.15
22,38,person,0.48,287.08,148.57,-292.21,-120.91000000000003
22,60,person,0.77,1209.53,374.63,922.45,226.06
22,1,person,0.63,39.87,648.97,-1169.66,274.34000000000003
22,47,person,0.78,1020.3,306.24,980.43,-342.73
22,9,person,0.36,1077.88,676.85,57.580000000000155,370.61
22,80,person,0.61,955.96,293.37,-121.92000000000007,-383.48
23,2,person,0.8,213.62,348.29,-742.34,54.920000000000016
23,3,person,0.74,233.18,531.92,19.560000000000002,183.62999999999994
23,4,person,0.9,946.36,391.83,713.1800000000001,-140.08999999999997
23,6,person,0.87,742.43,251.03,-203.93000000000006,-140.79999999999998
23,8,person,0.59,623.25,132.43,-119.17999999999995,-118.6
23,11,person,0.74,582.85,271.13,-40.39999999999998,138.7
23,38,person,0.56,307.69,146.34,-275.16,-124.78999999999999
23,60,person,0.78,1229.61,377.43,921.9199999999998,231.09
23,1,person,0.67,45.36,648.33,-1184.25,270.90000000000003
23,47,person,0.83,1026.33,306.27,980.9699999999999,-342.06000000000006
24,2,person,0.81,216.72,344.84,-809.6099999999999,38.56999999999999
24,3,person,0.74,224.9,534.63,8.180000000000007,189.79000000000002
24,4,person,0.88,956.56,390.89,731.66,-143.74
24,6,person,0.73,743.67,251.31,-212.89,-139.57999999999998
24,11,person,0.67,595.57,272.8,-148.0999999999999,21.49000000000001
24,38,person,0.47,327.95,145.2,-267.62000000000006,-127.60000000000002
24,60,person,0.48,1241.15,375.86,913.2,230.66000000000003
24,1,person,0.81,51.34,648.86,-1189.8100000000002,273.0
24,47,person,0.6,1032.01,308.24,980.67,-340.62
24,80,person,0.51,977.18,292.35,-54.83000000000004,-15.889999999999986
25,2,person,0.6,225.6,344.71,-751.5799999999999,52.35999999999996
25,4,person,0.88,963.64,391.0,738.04,46.29000000000002
25,6,person,0.71,741.36,250.57,-222.27999999999997,-140.43
25,11,person,0.51,606.62,271.33,-134.74,20.75999999999999
25,38,person,0.44,350.19,143.77,-256.43,-127.55999999999997
25,60,person,0.67,1249.23,364.93,899.04,221.16
25,1,person,0.9,60.17,648.21,-1189.06,283.28000000000003
25,47,person,0.69,1031.15,306.87,970.9800000000001,-341.34000000000003
26,2,person,0.75,237.08,344.4,-794.07,37.52999999999997
26,4,person,0.91,968.18,391.24,731.0999999999999,46.84000000000003
26,6,person,0.55,741.39,252.49,-226.78999999999996,-138.75
26,11,person,0.88,612.92,267.71,-128.47000000000003,15.21999999999997
26,38,person,0.46,374.91,142.36,-238.00999999999993,-125.34999999999997
26,60,person,0.5,1257.64,354.3,882.73,211.94
26,1,person,0.57,71.57,648.05,-1186.0700000000002,293.74999999999994
26,61,person,0.54,1045.89,312.43,974.3200000000002,-335.61999999999995
26,3,person,0.3,219.37,508.39,-826.5200000000001,195.95999999999998
27,2,person,0.7,247.87,342.25,28.5,-166.14
27,4,person,0.52,969.12,391.72,721.25,49.47000000000003
27,6,person,0.56,749.54,251.91,-219.58000000000004,-139.81000000000003
27,11,person,0.84,614.98,266.63,-134.55999999999995,14.719999999999999
27,38,person,0.4,396.56,141.42,-218.42000000000002,-125.21000000000001
27,1,person,0.68,81.6,646.47,-314.96000000000004,505.05000000000007
27,3,person,0.48,225.24,506.82,143.64000000000001,-139.65000000000003
27,13,person,0.35,1178.45,674.75,953.21,167.93
27,80,person,0.7,1017.77,284.6,-160.68000000000006,-390.15
28,2,person,0.85,258.29,340.6,-759.48,56.0
28,4,person,0.85,965.79,391.1,707.5,50.5
28,6,person,0.8,759.69,251.26,-206.0999999999999,-139.84000000000003
28,38,person,0.34,417.46,140.02,-342.2300000000001,-111.23999999999998
28,1,person,0.8,96.49,645.76,-320.96999999999997,505.74
28,3,person,0.61,230.52,511.5,134.03000000000003,-134.26
28,80,person,0.8,1029.98,292.77,799.46,-218.73000000000002
29,2,person,0.78,267.93,336.88,-762.05,44.110000000000014
29,4,person,0.86,959.37,390.21,691.44,53.329999999999984
29,6,person,0.76,747.92,250.6,-211.45000000000005,-139.60999999999999
29,38,person,0.4,441.19,138.1,-306.72999999999996,-112.5
29,1,person,0.82,101.8,644.41,-339.39,506.30999999999995
29,3,person,0.59,235.01,507.12,133.20999999999998,-137.28999999999996
29,80,person,0.52,1033.53,299.33,798.52,-207.79000000000002
29,47,person,0.44,1056.67,306.96,23.1400000000001,7.6299999999999955
29,11,person,0.41,622.32,266.01,-434.35,-40.94999999999999
30,2,person,0.78,280.05,336.7,-342.27000000000004,70.69
30,4,person,0.65,963.18,386.28,683.1299999999999,49.579999999999984
30,6,person,0.76,769.73,255.04,-193.44999999999993,-131.23999999999998
30,38,person,0.34,458.65,129.79,-311.08000000000004,-125.25
30,1,person,0.3,104.08,644.14,-354.57,514.35
30,3,person,0.34,234.68,506.18,130.60000000000002,-137.95999999999998
30,80,person,0.69,1039.69,296.96,805.01,-209.22000000000003
30,144,person,0.49,204.58,506.57,-835.11,209.61
30,11,person,0.64,601.32,263.35,396.74,-243.21999999999997
31,2,person,0.8,287.65,335.23,-313.6700000000001,71.88
31,4,person,0.66,961.44,383.1,673.7900000000001,47.870000000000005
31,6,person,0.8,779.39,258.52,-182.05000000000007,-124.58000000000004
31,1,person,0.79,100.63,643.7,-678.76,385.18000000000006
31,3,person,0.77,227.65,505.69,127.02000000000001,-138.01000000000005
31,80,person,0.7,1044.66,283.06,817.0100000000001,-222.63
31,11,person,0.72,604.1,264.07,-440.56000000000006,-18.99000000000001
31,47,person,0.31,1069.15,294.57,465.05000000000007,30.5
32,2,person,0.82,296.8,334.83,-772.3500000000001,40.25999999999999
32,4,person,0.86,971.82,383.09,675.02,48.25999999999999
32,6,person,0.79,782.0,259.48,-189.82000000000005,-123.60999999999996
32,1,person,0.48,93.49,644.39,-688.51,384.90999999999997
32,80,person,0.63,1048.35,291.11,954.8599999999999,-353.28
32,11,person,0.58,609.68,265.61,-438.66999999999996,-25.5
32,38,person,0.31,499.82,133.32,-109.85999999999996,-132.29000000000002
32,144,person,0.82,208.89,508.83,-290.93,375.51
33,2,person,0.86,305.23,334.8,96.34000000000003,-174.02999999999997
33,4,person,0.86,985.62,382.76,680.39,47.95999999999998
33,6,person,0.6,772.93,262.74,-212.69000000000005,-120.01999999999998
33,1,person,0.66,95.51,644.91,-677.42,382.16999999999996
33,80,person,0.53,1051.62,295.62,956.1099999999999,-349.28999999999996
33,11,person,0.69,615.85,262.64,-435.76999999999987,-32.98000000000002
33,38,person,0.31,520.27,135.92,-95.58000000000004,-126.72
33,144,person,0.82,212.45,506.44,-307.82,370.52
34,2,person,0.81,312.01,332.21,99.56,-174.23000000000002
34,4,person,0.86,990.28,384.31,678.27,52.10000000000002
34,6,person,0.83,768.11,264.47,-222.16999999999996,-119.83999999999997
34,1,person,0.82,102.18,643.48,-665.9300000000001,379.01
34,11,person,0.86,627.26,264.72,525.0799999999999,-378.76
34,38,person,0.27,539.07,133.92,-88.18999999999994,-130.80000000000004
34,3,person,0.65,218.59,503.02,-320.48,369.1
34,47,person,0.62,1079.85,285.87,861.2599999999999,-217.14999999999998
35,2,person,0.82,318.4,335.0,-761.4499999999999,49.129999999999995
35,4,person,0.73,998.31,381.91,679.91,46.910000000000025
35,6,person,0.82,768.86,265.93,-229.44999999999993,-115.98000000000002
35,1,person,0.78,112.57,642.11,-656.29,376.18
35,11,person,0.83,632.36,260.65,519.79,-381.46000000000004
35,38,person,0.32,560.64,137.77,-71.72000000000003,-122.87999999999997
35,3,person,0.8,220.49,502.05,-340.15,364.28
35,47,person,0.52,1077.95,284.5,857.46,-217.55
36,2,person,0.78,325.02,336.23,-752.9300000000001,51.73000000000002
36,4,person,0.58,978.87,383.59,653.85,47.35999999999996
36,6,person,0.78,774.29,265.93,-204.58000000000004,-117.65999999999997
36,1,person,0.86,119.5,640.47,-654.79,374.54
36,11,person,0.75,631.3,261.84,511.79999999999995,-378.63000000000005
36,38,person,0.32,578.71,143.48,-52.58999999999992,-118.35999999999999
36,3,person,0.86,217.79,499.65,-360.9200000000001,356.16999999999996
36,80,person,0.71,1053.63,307.46,835.8400000000001,-192.19
37,2,person,0.75,332.16,330.8,-721.47,23.340000000000032
37,4,person,0.68,973.68,386.61,641.52,55.81
37,6,person,0.86,780.57,269.29,-193.1099999999999,-117.32
37,1,person,0.87,122.67,640.11,-657.9000000000001,370.82
37,38,person,0.41,595.94,145.49,473.27000000000004,-494.62
37,3,person,0.9,211.25,499.57,-384.69000000000005,354.08
37,80,person,0.72,1057.85,296.77,846.5999999999999,-202.8
38,2,person,0.75,336.82,328.11,-721.03,31.340000000000032
38,4,person,0.76,991.5,388.61,654.6800000000001,60.5
38,6,person,0.85,782.29,269.71,-209.21000000000004,-118.90000000000003
38,1,person,0.83,120.71,640.59,-661.5799999999999,370.88000000000005
38,38,person,0.41,615.66,141.8,494.95,-498.79
38,3,person,0.74,185.78,501.54,-429.88,359.74
38,80,person,0.79,1064.44,300.93,878.6600000000001,-200.61
39,2,person,0.78,349.69,328.18,-714.75,27.25
39,4,person,0.76,995.47,387.61,645.78,59.43000000000001
39,6,person,0.81,785.16,270.4,-210.31000000000006,-117.21000000000004
39,1,person,0.86,114.95,640.43,-670.2099999999999,370.03
39,38,person,0.34,635.62,142.37,520.67,-498.05999999999995
39,3,person,0.77,175.41,501.65,-460.21000000000004,359.28
39,80,person,0.87,1077.12,297.88,901.7099999999999,-203.76999999999998
39,11,person,0.31,635.81,266.2,-441.30999999999995,-31.680000000000007
40,2,person,0.75,362.76,331.39,-273.04999999999995,65.19
40,4,person,0.67,996.6,382.09,633.84,50.69999999999999
40,6,person,0.78,787.7,275.26,-208.89999999999998,-106.82999999999998
40,1,person,0.85,107.15,641.72,-680.5500000000001,366.46000000000004
40,38,person,0.4,657.58,142.84,550.4300000000001,-498.88
40,3,person,0.84,177.5,501.32,-480.08000000000004,358.48
40,80,person,0.87,1088.18,299.55,910.6800000000001,-201.76999999999998
40,11,person,0.34,629.8,268.56,-458.3800000000001,-30.99000000000001
41,2,person,0.85,376.4,330.63,-253.39999999999998,62.06999999999999
41,4,person,0.82,1003.45,388.51,627.0500000000001,57.879999999999995
41,6,person,0.77,789.9,280.94,-213.55000000000007,-107.57
41,1,person,0.86,105.5,642.96,-684.4,362.02000000000004
41,38,person,0.43,681.77,145.23,576.27,-497.73
41,3,person,0.72,186.96,497.52,-494.80999999999995,352.28999999999996
41,80,person,0.8,1098.39,298.16,911.4300000000001,-199.35999999999996
41,11,person,0.51,633.57,270.69,-464.82000000000005,-27.470000000000027
42,2,person,0.82,390.17,333.08,-243.40000000000003,62.389999999999986
42,4,person,0.84,1014.85,393.03,624.6800000000001,59.94999999999999
