row_type,event_id,event_type,event_label_ko,count,frame,time_sec,team_id,team_name,shot_made_count,shot_missed_count,pass_count,rebound_count,steal_or_block_count,shot_success_rate_pct,possession_frame_count,possession_time_sec,possession_pct,player_track_id,secondary_track_id,confidence,details
event,E00088,steal_or_block,스틸/블락,,10144,338.133,1,team_1,,,,,,,,,,14171,13776,0.64,stable_possession_changed_opponent_team;gap_frames=5;left_frames=18;right_frames=12
event,E00089,shot_made,슛성공,,10409,346.967,2,team_2,,,,,,,,,,14451,,0.431,ball_crossed_rim_zone
event,E00090,shot_made,슛성공,,10453,348.433,1,team_1,,,,,,,,,,14638,,0.48,ball_crossed_rim_zone
event,E00091,steal_or_block,스틸/블락,,10511,350.367,2,team_2,,,,,,,,,,14451,14452,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=40;right_frames=6
event,E00092,shot_made,슛성공,,10624,354.133,1,team_1,,,,,,,,,,14836,,0.48,ball_crossed_rim_zone
event,E00093,shot_missed,슛실패,,10669,355.633,,unknown,,,,,,,,,,14869,,0.33,near_rim_no_make_detected
event,E00094,rebound,리바운드,,10687,356.233,,unknown,,,,,,,,,,66676,,0.5,defensive_rebound_after_missed_shot_frame=10669
event,E00095,steal_or_block,스틸/블락,,10882,362.733,2,team_2,,,,,,,,,,15095,15094,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=9;right_frames=6
event,E00096,steal_or_block,스틸/블락,,10930,364.333,1,team_1,,,,,,,,,,15132,15095,0.61,stable_possession_changed_opponent_team;gap_frames=2;left_frames=29;right_frames=10
event,E00097,pass,패스,,10978,365.933,1,team_1,,,,,,,,,,15132,15094,0.605,stable_possession_changed_same_team;gap_frames=1;left_frames=7;right_frames=9
event,E00098,shot_made,슛성공,,11096,369.867,1,team_1,,,,,,,,,,15257,,0.577,ball_crossed_rim_zone
event,E00099,shot_made,슛성공,,11161,372.033,2,team_2,,,,,,,,,,15232,,0.594,ball_crossed_rim_zone
event,E00100,shot_missed,슛실패,,11291,376.367,2,team_2,,,,,,,,,,15505,,0.405,near_rim_no_make_detected
event,E00101,rebound,리바운드,,11321,377.367,1,team_1,,,,,,,,,,15309,,0.5,defensive_rebound_after_missed_shot_frame=11291
event,E00102,steal_or_block,스틸/블락,,11321,377.367,1,team_1,,,,,,,,,,15309,15505,0.58,stable_opponent_possession_after_missed_shot_or_block;gap_frames=44;left_frames=8;right_frames=11
event,E00103,pass,패스,,11344,378.133,1,team_1,,,,,,,,,,15565,15563,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=10
event,E00104,pass,패스,,11563,385.433,1,team_1,,,,,,,,,,15755,15309,0.605,stable_possession_changed_same_team;gap_frames=2;left_frames=10;right_frames=7
event,E00105,pass,패스,,11603,386.767,1,team_1,,,,,,,,,,15904,15755,0.65,stable_possession_changed_same_team;gap_frames=1;left_frames=10;right_frames=10
event,E00106,shot_missed,슛실패,,11902,396.733,2,team_2,,,,,,,,,,16263,,0.48,near_rim_no_make_detected
event,E00107,rebound,리바운드,,11925,397.5,2,team_2,,,,,,,,,,16263,,0.5,offensive_rebound_after_missed_shot_frame=11902
event,E00108,pass,패스,,11963,398.767,2,team_2,,,,,,,,,,16353,16335,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=12
event,E00109,pass,패스,,12060,402.0,2,team_2,,,,,,,,,,16405,16353,0.65,stable_possession_changed_same_team;gap_frames=1;left_frames=10;right_frames=10
event,E00110,pass,패스,,12101,403.367,2,team_2,,,,,,,,,,16353,16263,0.65,stable_possession_changed_same_team;gap_frames=1;left_frames=16;right_frames=10
event,E00111,pass,패스,,12138,404.6,2,team_2,,,,,,,,,,16263,16353,0.62,stable_possession_changed_same_team;gap_frames=23;left_frames=10;right_frames=8
event,E00112,shot_made,슛성공,,12196,406.533,2,team_2,,,,,,,,,,16263,,0.7,ball_crossed_rim_zone
event,E00113,shot_missed,슛실패,,12367,412.233,2,team_2,,,,,,,,,,16263,,0.48,near_rim_no_make_detected
event,E00114,rebound,리바운드,,12372,412.4,2,team_2,,,,,,,,,,16353,,0.5,offensive_rebound_after_missed_shot_frame=12367
event,E00115,shot_missed,슛실패,,12427,414.233,2,team_2,,,,,,,,,,16405,,0.48,near_rim_no_make_detected
event,E00116,rebound,리바운드,,12450,415.0,1,team_1,,,,,,,,,,16852,,0.5,defensive_rebound_after_missed_shot_frame=12427
event,E00117,shot_made,슛성공,,12533,417.767,2,team_2,,,,,,,,,,16778,,0.48,ball_crossed_rim_zone
event,E00118,shot_missed,슛실패,,12609,420.3,1,team_1,,,,,,,,,,17095,,0.33,near_rim_no_make_detected
event,E00119,rebound,리바운드,,12620,420.667,1,team_1,,,,,,,,,,17132,,0.5,offensive_rebound_after_missed_shot_frame=12609
event,E00120,shot_missed,슛실패,,12746,424.867,,unknown,,,,,,,,,,17157,,0.375,near_rim_no_make_detected
event,E00121,shot_missed,슛실패,,13118,437.267,,unknown,,,,,,,,,,17994,,0.625,near_rim_no_make_detected
event,E00122,rebound,리바운드,,13240,441.333,2,team_2,,,,,,,,,,18119,,0.5,defensive_rebound_after_missed_shot_frame=13118
event,E00123,steal_or_block,스틸/블락,,13250,441.667,1,team_1,,,,,,,,,,18117,18119,0.595,stable_possession_changed_opponent_team;gap_frames=2;left_frames=9;right_frames=17
event,E00124,shot_made,슛성공,,13292,443.067,1,team_1,,,,,,,,,,18124,,0.685,ball_crossed_rim_zone
event,E00125,shot_made,슛성공,,13381,446.033,2,team_2,,,,,,,,,,18118,,0.614,ball_crossed_rim_zone
event,E00126,pass,패스,,13447,448.233,2,team_2,,,,,,,,,,18136,18154,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=14;right_frames=67
event,E00127,pass,패스,,13514,450.467,2,team_2,,,,,,,,,,18119,18136,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=67;right_frames=21
event,E00128,shot_made,슛성공,,13808,460.267,2,team_2,,,,,,,,,,18380,,0.694,ball_crossed_rim_zone
event,E00129,pass,패스,,13843,461.433,1,team_1,,,,,,,,,,18388,18389,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=17;right_frames=8
event,E00130,steal_or_block,스틸/블락,,13851,461.7,2,team_2,,,,,,,,,,18459,18388,0.58,stable_possession_changed_opponent_team;gap_frames=1;left_frames=8;right_frames=26
event,E00131,pass,패스,,13882,462.733,2,team_2,,,,,,,,,,18391,18459,0.68,stable_possession_changed_same_team;gap_frames=6;left_frames=26;right_frames=18
event,E00132,pass,패스,,14000,466.667,1,team_1,,,,,,,,,,18462,18388,0.65,stable_possession_changed_same_team;gap_frames=1;left_frames=40;right_frames=10
event,E00133,pass,패스,,14041,468.033,1,team_1,,,,,,,,,,18462,18388,0.605,stable_possession_changed_same_team;gap_frames=7;left_frames=15;right_frames=7
event,E00134,steal_or_block,스틸/블락,,14073,469.1,1,team_1,,,,,,,,,,18566,18626,0.61,stable_possession_changed_opponent_team;gap_frames=1;left_frames=10;right_frames=14
event,E00135,pass,패스,,14087,469.567,1,team_1,,,,,,,,,,18388,18566,0.605,stable_possession_changed_same_team;gap_frames=1;left_frames=14;right_frames=7
event,E00136,shot_made,슛성공,,14139,471.3,1,team_1,,,,,,,,,,18384,,0.48,ball_crossed_rim_zone
event,E00137,shot_missed,슛실패,,14470,482.333,2,team_2,,,,,,,,,,18626,,0.561,near_rim_no_make_detected
event,E00138,rebound,리바운드,,14550,485.0,1,team_1,,,,,,,,,,19294,,0.5,defensive_rebound_after_missed_shot_frame=14470
event,E00139,shot_made,슛성공,,14565,485.5,1,team_1,,,,,,,,,,19294,,0.492,ball_crossed_rim_zone
event,E00140,shot_made,슛성공,,14642,488.067,1,team_1,,,,,,,,,,19510,,0.552,ball_crossed_rim_zone
event,E00141,steal_or_block,스틸/블락,,14892,496.4,2,team_2,,,,,,,,,,19532,19722,0.64,stable_opponent_possession_after_missed_shot_or_block;gap_frames=1;left_frames=16;right_frames=31
event,E00142,shot_missed,슛실패,,14928,497.6,2,team_2,,,,,,,,,,19532,,0.419,near_rim_no_make_detected
event,E00143,pass,패스,,14955,498.5,2,team_2,,,,,,,,,,19662,19532,0.68,stable_possession_changed_same_team;gap_frames=32;left_frames=31;right_frames=36
event,E00144,rebound,리바운드,,14955,498.5,2,team_2,,,,,,,,,,19662,,0.5,offensive_rebound_after_missed_shot_frame=14928
event,E00145,steal_or_block,스틸/블락,,14992,499.733,1,team_1,,,,,,,,,,19702,19662,0.64,stable_opponent_possession_after_missed_shot_or_block;gap_frames=2;left_frames=36;right_frames=17
event,E00146,pass,패스,,15047,501.567,1,team_1,,,,,,,,,,19901,19702,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=16;right_frames=14
event,E00147,pass,패스,,15084,502.8,1,team_1,,,,,,,,,,19901,19702,0.68,stable_possession_changed_same_team;gap_frames=5;left_frames=19;right_frames=17
event,E00148,shot_made,슛성공,,15114,503.8,1,team_1,,,,,,,,,,19928,,0.405,ball_crossed_rim_zone
event,E00149,shot_made,슛성공,,15177,505.9,2,team_2,,,,,,,,,,19952,,0.7,ball_crossed_rim_zone
event,E00150,shot_missed,슛실패,,15349,511.633,1,team_1,,,,,,,,,,19857,,0.535,near_rim_no_make_detected
event,E00151,rebound,리바운드,,15390,513.0,2,team_2,,,,,,,,,,19969,,0.5,defensive_rebound_after_missed_shot_frame=15349
event,E00152,shot_missed,슛실패,,15408,513.6,2,team_2,,,,,,,,,,19969,,0.435,near_rim_no_make_detected
event,E00153,rebound,리바운드,,15427,514.233,1,team_1,,,,,,,,,,20327,,0.5,defensive_rebound_after_missed_shot_frame=15408
event,E00154,pass,패스,,15442,514.733,2,team_2,,,,,,,,,,20083,19992,0.665,stable_possession_changed_same_team;gap_frames=2;left_frames=11;right_frames=30
event,E00155,steal_or_block,스틸/블락,,15473,515.767,1,team_1,,,,,,,,,,20327,20083,0.64,stable_opponent_possession_after_missed_shot_or_block;gap_frames=2;left_frames=30;right_frames=50
event,E00156,pass,패스,,15523,517.433,1,team_1,,,,,,,,,,20420,20327,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=50;right_frames=9
event,E00157,pass,패스,,15548,518.267,1,team_1,,,,,,,,,,20327,19857,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=14;right_frames=6
event,E00158,steal_or_block,스틸/블락,,15555,518.5,2,team_2,,,,,,,,,,20475,20327,0.55,stable_possession_changed_opponent_team;gap_frames=2;left_frames=6;right_frames=20
event,E00159,steal_or_block,스틸/블락,,15626,520.867,1,team_1,,,,,,,,,,20527,20083,0.565,stable_possession_changed_opponent_team;gap_frames=1;left_frames=9;right_frames=7
event,E00160,pass,패스,,15937,531.233,1,team_1,,,,,,,,,,20527,20729,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=9;right_frames=13
event,E00161,steal_or_block,스틸/블락,,15989,532.967,2,team_2,,,,,,,,,,20997,20527,0.64,stable_possession_changed_opponent_team;gap_frames=40;left_frames=13;right_frames=13
event,E00162,shot_made,슛성공,,16110,537.0,1,team_1,,,,,,,,,,21192,,0.7,ball_crossed_rim_zone
event,E00163,pass,패스,,16471,549.033,2,team_2,,,,,,,,,,21971,21897,0.65,stable_possession_changed_same_team;gap_frames=15;left_frames=10;right_frames=12
event,E00164,pass,패스,,16495,549.833,2,team_2,,,,,,,,,,21971,21956,0.665,stable_possession_changed_same_team;gap_frames=1;left_frames=11;right_frames=11
event,E00165,steal_or_block,스틸/블락,,16937,564.567,2,team_2,,,,,,,,,,22589,22394,0.55,stable_possession_changed_opponent_team;gap_frames=6;left_frames=6;right_frames=6
event,E00166,steal_or_block,스틸/블락,,16974,565.8,1,team_1,,,,,,,,,,22744,22399,0.595,stable_possession_changed_opponent_team;gap_frames=1;left_frames=20;right_frames=9
event,E00167,shot_missed,슛실패,,17104,570.133,2,team_2,,,,,,,,,,22466,,0.48,near_rim_no_make_detected
event,E00168,rebound,리바운드,,17184,572.8,2,team_2,,,,,,,,,,22909,,0.5,offensive_rebound_after_missed_shot_frame=17104
event,E00169,shot_missed,슛실패,,17187,572.9,2,team_2,,,,,,,,,,22909,,0.345,near_rim_no_make_detected
event,E00170,rebound,리바운드,,17280,576.0,1,team_1,,,,,,,,,,23065,,0.5,defensive_rebound_after_missed_shot_frame=17187
event,E00171,shot_made,슛성공,,17454,581.8,2,team_2,,,,,,,,,,22845,,0.7,ball_crossed_rim_zone
event,E00172,shot_missed,슛실패,,17648,588.267,2,team_2,,,,,,,,,,23345,,0.699,near_rim_no_make_detected
event,E00173,rebound,리바운드,,17661,588.7,2,team_2,,,,,,,,,,23552,,0.5,offensive_rebound_after_missed_shot_frame=17648
event,E00174,pass,패스,,17781,592.7,2,team_2,,,,,,,,,,23345,23685,0.665,stable_possession_changed_same_team;gap_frames=2;left_frames=25;right_frames=11
event,E00175,pass,패스,,17806,593.533,2,team_2,,,,,,,,,,23685,23345,0.665,stable_possession_changed_same_team;gap_frames=12;left_frames=11;right_frames=34
event,E00176,pass,패스,,17943,598.1,2,team_2,,,,,,,,,,24043,23345,0.59,stable_possession_changed_same_team;gap_frames=4;left_frames=25;right_frames=6
event,E00177,pass,패스,,17970,599.0,2,team_2,,,,,,,,,,23995,24043,0.605,stable_possession_changed_same_team;gap_frames=1;left_frames=7;right_frames=20
event,E00178,pass,패스,,18068,602.267,2,team_2,,,,,,,,,,24029,24088,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=6
event,E00179,pass,패스,,18114,603.8,2,team_2,,,,,,,,,,24029,24213,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=9;right_frames=6
event,E00180,shot_made,슛성공,,18293,609.767,1,team_1,,,,,,,,,,24315,,0.7,ball_crossed_rim_zone
event,E00181,shot_made,슛성공,,18353,611.767,1,team_1,,,,,,,,,,24521,,0.423,ball_crossed_rim_zone
event,E00182,shot_made,슛성공,,18429,614.3,,unknown,,,,,,,,,,24667,,0.544,ball_crossed_rim_zone
event,E00183,pass,패스,,18466,615.533,2,team_2,,,,,,,,,,24603,24499,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=14;right_frames=8
event,E00184,shot_made,슛성공,,18524,617.467,1,team_1,,,,,,,,,,24775,,0.698,ball_crossed_rim_zone
event,E00185,shot_made,슛성공,,18573,619.1,2,team_2,,,,,,,,,,24603,,0.68,ball_crossed_rim_zone
event,E00186,shot_missed,슛실패,,18976,632.533,1,team_1,,,,,,,,,,25430,,0.597,near_rim_no_make_detected
event,E00187,steal_or_block,스틸/블락,,19350,645.0,1,team_1,,,,,,,,,,26771,26623,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=39;right_frames=6
event,E00188,shot_missed,슛실패,,19428,647.6,1,team_1,,,,,,,,,,26841,,0.48,near_rim_no_make_detected
event,E00189,rebound,리바운드,,19515,650.5,,unknown,,,,,,,,,,27240,,0.5,defensive_rebound_after_missed_shot_frame=19428
event,E00190,shot_missed,슛실패,,19956,665.2,2,team_2,,,,,,,,,,27968,,0.33,near_rim_no_make_detected
event,E00191,rebound,리바운드,,19960,665.333,2,team_2,,,,,,,,,,27968,,0.5,offensive_rebound_after_missed_shot_frame=19956
event,E00192,pass,패스,,20001,666.7,2,team_2,,,,,,,,,,27939,27968,0.665,stable_possession_changed_same_team;gap_frames=26;left_frames=14;right_frames=11
event,E00193,shot_made,슛성공,,20158,671.933,1,team_1,,,,,,,,,,28125,,0.7,ball_crossed_rim_zone
event,E00194,pass,패스,,20188,672.933,1,team_1,,,,,,,,,,28120,28292,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=9
event,E00195,pass,패스,,20296,676.533,2,team_2,,,,,,,,,,28624,28386,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=6
event,E00196,steal_or_block,스틸/블락,,20303,676.767,1,team_1,,,,,,,,,,28120,28624,0.55,stable_possession_changed_opponent_team;gap_frames=2;left_frames=6;right_frames=10
event,E00197,pass,패스,,20479,682.633,1,team_1,,,,,,,,,,28793,28120,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=120;right_frames=61
event,E00198,shot_missed,슛실패,,20739,691.3,1,team_1,,,,,,,,,,28945,,0.315,near_rim_no_make_detected
event,E00199,rebound,리바운드,,20740,691.333,1,team_1,,,,,,,,,,28833,,0.5,offensive_rebound_after_missed_shot_frame=20739
event,E00200,pass,패스,,20769,692.3,2,team_2,,,,,,,,,,28868,28773,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=15
event,E00201,pass,패스,,20793,693.1,2,team_2,,,,,,,,,,28868,28773,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=9;right_frames=20
event,E00202,shot_made,슛성공,,20955,698.5,1,team_1,,,,,,,,,,29311,,0.7,ball_crossed_rim_zone
event,E00203,shot_missed,슛실패,,20994,699.8,2,team_2,,,,,,,,,,29301,,0.556,near_rim_no_make_detected
event,E00204,rebound,리바운드,,21005,700.167,2,team_2,,,,,,,,,,29436,,0.5,offensive_rebound_after_missed_shot_frame=20994
event,E00205,pass,패스,,21167,705.567,1,team_1,,,,,,,,,,29736,29652,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=17;right_frames=9
event,E00206,pass,패스,,21786,726.2,1,team_1,,,,,,,,,,30940,30803,0.605,stable_possession_changed_same_team;gap_frames=1;left_frames=56;right_frames=7
event,E00207,shot_made,슛성공,,21877,729.233,1,team_1,,,,,,,,,,30960,,0.7,ball_crossed_rim_zone
event,E00208,shot_missed,슛실패,,21951,731.7,2,team_2,,,,,,,,,,30990,,0.48,near_rim_no_make_detected
event,E00209,rebound,리바운드,,21961,732.033,1,team_1,,,,,,,,,,31002,,0.5,defensive_rebound_after_missed_shot_frame=21951
event,E00210,shot_missed,슛실패,,21989,732.967,2,team_2,,,,,,,,,,30972,,0.589,near_rim_no_make_detected
event,E00211,rebound,리바운드,,22131,737.7,,unknown,,,,,,,,,,31152,,0.5,defensive_rebound_after_missed_shot_frame=21989
event,E00212,shot_made,슛성공,,22364,745.467,1,team_1,,,,,,,,,,31356,,0.641,ball_crossed_rim_zone
event,E00213,shot_made,슛성공,,22457,748.567,1,team_1,,,,,,,,,,31446,,0.48,ball_crossed_rim_zone
event,E00214,steal_or_block,스틸/블락,,22487,749.567,1,team_1,,,,,,,,,,31446,31536,0.64,stable_possession_changed_opponent_team;gap_frames=27;left_frames=24;right_frames=20
event,E00215,pass,패스,,22507,750.233,1,team_1,,,,,,,,,,31509,31446,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=20;right_frames=9
event,E00216,shot_made,슛성공,,22611,753.7,,unknown,,,,,,,,,,31831,,0.45,ball_crossed_rim_zone
event,E00217,pass,패스,,23334,777.8,1,team_1,,,,,,,,,,32887,32769,0.68,stable_possession_changed_same_team;gap_frames=14;left_frames=51;right_frames=18
event,E00218,pass,패스,,23418,780.6,1,team_1,,,,,,,,,,32977,32887,0.665,stable_possession_changed_same_team;gap_frames=19;left_frames=25;right_frames=11
event,E00219,pass,패스,,23443,781.433,1,team_1,,,,,,,,,,32983,32978,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=6
event,E00220,steal_or_block,스틸/블락,,23467,782.233,2,team_2,,,,,,,,,,33037,32978,0.595,stable_possession_changed_opponent_team;gap_frames=2;left_frames=17;right_frames=9
event,E00221,pass,패스,,23498,783.267,1,team_1,,,,,,,,,,33079,32978,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=9;right_frames=8
event,E00222,shot_made,슛성공,,23676,789.2,1,team_1,,,,,,,,,,33196,,0.7,ball_crossed_rim_zone
event,E00223,shot_made,슛성공,,23743,791.433,2,team_2,,,,,,,,,,33411,,0.397,ball_crossed_rim_zone
event,E00224,pass,패스,,23770,792.333,1,team_1,,,,,,,,,,33402,32977,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=18;right_frames=33
event,E00225,steal_or_block,스틸/블락,,23847,794.9,2,team_2,,,,,,,,,,33658,33470,0.565,stable_possession_changed_opponent_team;gap_frames=1;left_frames=9;right_frames=7
event,E00226,steal_or_block,스틸/블락,,24060,802.0,1,team_1,,,,,,,,,,33402,33865,0.55,stable_possession_changed_opponent_team;gap_frames=24;left_frames=7;right_frames=6
event,E00227,steal_or_block,스틸/블락,,24430,814.333,2,team_2,,,,,,,,,,34248,34165,0.64,stable_possession_changed_opponent_team;gap_frames=21;left_frames=12;right_frames=45
event,E00228,steal_or_block,스틸/블락,,24652,821.733,1,team_1,,,,,,,,,,34202,34736,0.55,stable_opponent_possession_after_missed_shot_or_block;gap_frames=1;left_frames=19;right_frames=6
event,E00229,shot_missed,슛실패,,24686,822.867,2,team_2,,,,,,,,,,34736,,0.33,near_rim_no_make_detected
event,E00230,rebound,리바운드,,24698,823.267,1,team_1,,,,,,,,,,34948,,0.5,defensive_rebound_after_missed_shot_frame=24686
event,E00231,pass,패스,,24941,831.367,2,team_2,,,,,,,,,,35212,35209,0.605,stable_possession_changed_same_team;gap_frames=36;left_frames=15;right_frames=7
event,E00232,pass,패스,,25041,834.7,2,team_2,,,,,,,,,,35212,35111,0.59,stable_possession_changed_same_team;gap_frames=2;left_frames=6;right_frames=22
event,E00233,shot_made,슛성공,,25082,836.067,1,team_1,,,,,,,,,,35374,,0.48,ball_crossed_rim_zone
event,E00234,pass,패스,,25199,839.967,2,team_2,,,,,,,,,,35490,35209,0.68,stable_possession_changed_same_team;gap_frames=60;left_frames=31;right_frames=16
event,E00235,shot_missed,슛실패,,25790,859.667,,unknown,,,,,,,,,,66842,,0.315,near_rim_no_make_detected
event,E00236,shot_made,슛성공,,26110,870.333,2,team_2,,,,,,,,,,36918,,0.527,ball_crossed_rim_zone
event,E00237,pass,패스,,26383,879.433,2,team_2,,,,,,,,,,37375,37470,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=9;right_frames=10
event,E00238,shot_missed,슛실패,,26461,882.033,,unknown,,,,,,,,,,37552,,0.606,near_rim_no_make_detected
event,E00239,rebound,리바운드,,26494,883.133,2,team_2,,,,,,,,,,37623,,0.5,defensive_rebound_after_missed_shot_frame=26461
event,E00240,shot_missed,슛실패,,26568,885.6,2,team_2,,,,,,,,,,37606,,0.315,near_rim_no_make_detected
event,E00241,rebound,리바운드,,26578,885.933,,unknown,,,,,,,,,,37840,,0.5,defensive_rebound_after_missed_shot_frame=26568
event,E00242,pass,패스,,26610,887.0,2,team_2,,,,,,,,,,38029,37998,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=8;right_frames=10
event,E00243,pass,패스,,26667,888.9,2,team_2,,,,,,,,,,37998,38029,0.68,stable_possession_changed_same_team;gap_frames=28;left_frames=17;right_frames=13
event,E00244,steal_or_block,스틸/블락,,27001,900.033,1,team_1,,,,,,,,,,38373,38427,0.565,stable_possession_changed_opponent_team;gap_frames=2;left_frames=7;right_frames=20
event,E00245,shot_made,슛성공,,27061,902.033,1,team_1,,,,,,,,,,38373,,0.48,ball_crossed_rim_zone
event,E00246,shot_missed,슛실패,,27144,904.8,2,team_2,,,,,,,,,,38708,,0.435,near_rim_no_make_detected
event,E00247,shot_missed,슛실패,,27447,914.9,,unknown,,,,,,,,,,39149,,0.435,near_rim_no_make_detected
event,E00248,shot_made,슛성공,,27982,932.733,2,team_2,,,,,,,,,,40173,,0.7,ball_crossed_rim_zone
event,E00249,shot_made,슛성공,,28054,935.133,1,team_1,,,,,,,,,,40174,,0.48,ball_crossed_rim_zone
event,E00250,pass,패스,,28087,936.233,2,team_2,,,,,,,,,,40272,40280,0.68,stable_possession_changed_same_team;gap_frames=2;left_frames=15;right_frames=44
event,E00251,pass,패스,,28131,937.7,2,team_2,,,,,,,,,,40280,40272,0.605,stable_possession_changed_same_team;gap_frames=1;left_frames=44;right_frames=7
event,E00252,shot_made,슛성공,,28992,966.4,1,team_1,,,,,,,,,,41151,,0.579,ball_crossed_rim_zone
event,E00253,pass,패스,,29226,974.2,1,team_1,,,,,,,,,,41629,41639,0.635,stable_possession_changed_same_team;gap_frames=2;left_frames=9;right_frames=16
event,E00254,steal_or_block,스틸/블락,,29302,976.733,2,team_2,,,,,,,,,,41637,41629,0.58,stable_possession_changed_opponent_team;gap_frames=1;left_frames=40;right_frames=8
event,E00255,pass,패스,,29380,979.333,1,team_1,,,,,,,,,,41629,41639,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=20
event,E00256,steal_or_block,스틸/블락,,29400,980.0,2,team_2,,,,,,,,,,41637,41629,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=20;right_frames=20
event,E00257,steal_or_block,스틸/블락,,29446,981.533,2,team_2,,,,,,,,,,41637,41985,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=19;right_frames=46
event,E00258,steal_or_block,스틸/블락,,29492,983.067,1,team_1,,,,,,,,,,41638,41637,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=46;right_frames=21
event,E00259,shot_made,슛성공,,29541,984.7,1,team_1,,,,,,,,,,41638,,0.345,ball_crossed_rim_zone
event,E00260,shot_made,슛성공,,29610,987.0,2,team_2,,,,,,,,,,42160,,0.48,ball_crossed_rim_zone
event,E00261,steal_or_block,스틸/블락,,29754,991.8,2,team_2,,,,,,,,,,42241,42275,0.61,stable_possession_changed_opponent_team;gap_frames=1;left_frames=34;right_frames=10
event,E00262,pass,패스,,29764,992.133,2,team_2,,,,,,,,,,42160,42241,0.65,stable_possession_changed_same_team;gap_frames=1;left_frames=10;right_frames=44
event,E00263,pass,패스,,29890,996.333,1,team_1,,,,,,,,,,42280,42275,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=18;right_frames=25
event,E00264,steal_or_block,스틸/블락,,29915,997.167,2,team_2,,,,,,,,,,42334,42280,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=25;right_frames=13
event,E00265,pass,패스,,30217,1007.233,2,team_2,,,,,,,,,,42415,42490,0.65,stable_possession_changed_same_team;gap_frames=38;left_frames=27;right_frames=10
event,E00266,shot_made,슛성공,,30279,1009.3,2,team_2,,,,,,,,,,42986,,0.586,ball_crossed_rim_zone
event,E00267,steal_or_block,스틸/블락,,30533,1017.767,2,team_2,,,,,,,,,,43414,43405,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=9;right_frames=6
event,E00268,pass,패스,,30645,1021.5,2,team_2,,,,,,,,,,43417,43413,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=46;right_frames=12
event,E00269,pass,패스,,30684,1022.8,2,team_2,,,,,,,,,,43413,43417,0.635,stable_possession_changed_same_team;gap_frames=15;left_frames=12;right_frames=9
event,E00270,pass,패스,,30722,1024.067,2,team_2,,,,,,,,,,43413,43417,0.59,stable_possession_changed_same_team;gap_frames=1;left_frames=6;right_frames=47
event,E00271,steal_or_block,스틸/블락,,30770,1025.667,1,team_1,,,,,,,,,,43409,43413,0.565,stable_opponent_possession_after_missed_shot_or_block;gap_frames=2;left_frames=47;right_frames=7
event,E00272,shot_missed,슛실패,,30821,1027.367,1,team_1,,,,,,,,,,43588,,0.48,near_rim_no_make_detected
event,E00273,rebound,리바운드,,30833,1027.767,1,team_1,,,,,,,,,,43588,,0.5,offensive_rebound_after_missed_shot_frame=30821
event,E00274,steal_or_block,스틸/블락,,30953,1031.767,1,team_1,,,,,,,,,,43945,43860,0.64,stable_possession_changed_opponent_team;gap_frames=3;left_frames=13;right_frames=15
event,E00275,shot_made,슛성공,,31038,1034.6,1,team_1,,,,,,,,,,43989,,0.606,ball_crossed_rim_zone
event,E00276,shot_missed,슛실패,,31330,1044.333,,,,,,,,,,,,,,0.361,near_rim_no_make_detected
